Filename,Index,Lat,Lon,Alt,Roll,Pitch,Yaw,Time
IMG_0002_025145_590872.jpg,2,0.0,0.0,2.109999895095825,40.32999801635742,18.31999969482422,6.679999828338623,025145_590872
IMG_0003_025147_000321.jpg,3,0.0,0.0,2.0999999046325684,40.32999801635742,18.31999969482422,6.699999809265137,025147_000321
IMG_0004_025147_540303.jpg,4,0.0,0.0,2.0999999046325684,40.32999801635742,18.31999969482422,6.710000038146973,025147_540303
IMG_0005_025147_955287.jpg,5,0.0,0.0,2.0899999141693115,40.32999801635742,18.31999969482422,6.710000038146973,025147_955287
IMG_0006_025148_186747.jpg,6,0.0,0.0,2.109999895095825,40.32999801635742,18.31999969482422,6.71999979019165,025148_186747
IMG_0007_025148_565256.jpg,7,0.0,0.0,2.109999895095825,40.32999801635742,18.31999969482422,6.71999979019165,025148_565256
IMG_0008_025148_690056.jpg,8,0.0,0.0,2.109999895095825,40.32999801635742,18.31999969482422,6.730000019073486,025148_690056
IMG_0009_025149_045372.jpg,9,0.0,0.0,2.0999999046325684,40.32999801635742,18.31999969482422,6.730000019073486,025149_045372
IMG_0010_025149_186648.jpg,10,0.0,0.0,2.0999999046325684,40.32999801635742,18.31999969482422,6.730000019073486,025149_186648
IMG_0011_025149_299996.jpg,11,0.0,0.0,2.0899999141693115,40.32999801635742,18.309999465942383,6.730000019073486,025149_299996
IMG_0012_025149_555030.jpg,12,0.0,0.0,2.069999933242798,40.34000015258789,18.309999465942383,6.739999771118164,025149_555030
IMG_0013_025149_686531.jpg,13,0.0,0.0,2.0899999141693115,40.32999801635742,18.309999465942383,6.739999771118164,025149_686531
IMG_0014_025150_035091.jpg,14,0.0,0.0,2.0799999237060547,40.32999801635742,18.309999465942383,6.75,025150_035091
IMG_0015_025150_180080.jpg,15,0.0,0.0,2.0899999141693115,40.32999801635742,18.309999465942383,6.75,025150_180080
IMG_0016_025150_225300.jpg,16,0.0,0.0,2.109999895095825,40.32999801635742,18.309999465942383,6.75,025150_225300
IMG_0017_025150_580148.jpg,17,0.0,0.0,2.0899999141693115,40.32999801635742,18.309999465942383,6.759999752044678,025150_580148
IMG_0018_025150_686356.jpg,18,0.0,0.0,2.0999999046325684,40.32999801635742,18.309999465942383,6.759999752044678,025150_686356
IMG_0019_025151_059767.jpg,19,0.0,0.0,2.109999895095825,40.34000015258789,18.309999465942383,6.759999752044678,025151_059767
IMG_0020_025151_186296.jpg,20,0.0,0.0,2.119999885559082,40.32999801635742,18.309999465942383,6.759999752044678,025151_186296
IMG_0021_025151_539900.jpg,21,0.0,0.0,2.109999895095825,40.32999801635742,18.299999237060547,6.769999980926514,025151_539900
IMG_0022_025151_679892.jpg,22,0.0,0.0,2.119999885559082,40.32999801635742,18.299999237060547,6.769999980926514,025151_679892
IMG_0023_025151_759987.jpg,23,0.0,0.0,2.129999876022339,40.34000015258789,18.299999237060547,6.779999732971191,025151_759987
IMG_0024_025152_014560.jpg,24,0.0,0.0,2.129999876022339,40.32999801635742,18.299999237060547,6.779999732971191,025152_014560
IMG_0025_025152_114568.jpg,25,0.0,0.0,2.1399998664855957,40.32999801635742,18.299999237060547,6.779999732971191,025152_114568
IMG_0026_025152_239610.jpg,26,0.0,0.0,2.1399998664855957,40.32999801635742,18.299999237060547,6.779999732971191,025152_239610
